projet;immeuble;niveau;numero_lot;typologie;surface_habitable;surface_balcon;surface_totale;nb_chambres;nb_sdb;orientation;exposition;ascenseur;parking;prix_dh;prix_m2;statut;date_fin_option;plan_fichier;plan_architecte;plan_visuel;visite_360;notes
andalusia;B;2;B2 03;f3;65.0;0.0;65.0;2;1;rue;;;sous-sol;785000;12076;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie EV
andalusia;B;2;B2 04;f3;69.0;0.0;69.0;2;1;rue;;;sous-sol;829000;12014;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie 10
andalusia;B;3;B3 01;f3;65.0;0.0;65.0;2;1;rue;;;sous-sol;785000;12076;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie EV
andalusia;B;3;B3 02;f3;69.0;0.0;69.0;2;1;rue;;;sous-sol;829000;12014;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie 10
andalusia;B;3;B3 03;f3;65.0;0.0;65.0;2;1;rue;;;sous-sol;785000;12076;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie EV
andalusia;B;3;B3 04;f3;69.0;0.0;69.0;2;1;rue;;;sous-sol;829000;12014;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1F · Voie 10
andalusia;B;4;B4 01;f2;65.0;0.0;65.0;1;1;rue;;;sous-sol;785000;12076;vendu;;;;;;Consistance 1 chambre + salon + parking · Façade 1 · Voie EV
andalusia;B;4;B4 02;f3;69.0;0.0;69.0;2;1;rue;;;sous-sol;829000;12014;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie 10
andalusia;B;3;B4 03;f2;65.0;0.0;65.0;1;1;rue;;;sous-sol;785000;12076;disponible;;;;;;Consistance 1 chambre + salon + parking · Façade 1 · Voie EV
andalusia;B;4;B4 04;f3;69.0;0.0;69.0;2;1;rue;;;sous-sol;829000;12014;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie 10
andalusia;C;RDC;C0 01;f3;68.0;0.0;68.0;2;1;rue;;;sous-sol;774000;11382;vendu;;;;;;Consistance 2 chambre + salon + parking · Façade 1 · Voie 10
